C:\Users\ithri\Desktop\UDEM A2023\IFT3913\tp1\tp1\test\java\org\jfree\chart\GanttChartTest.java, org.jfree.chart, GanttChartTest, 171, 4, 42.75
C:\Users\ithri\Desktop\UDEM A2023\IFT3913\tp1\tp1\test\java\org\jfree\chart\renderer\category\BoxAndWhiskerRendererTest.java, org.jfree.chart.renderer.category, BoxAndWhiskerRendererTest, 307, 40, 7.67
C:\Users\ithri\Desktop\UDEM A2023\IFT3913\tp1\tp1\test\java\org\jfree\chart\swing\ChartPanelTest.java, org.jfree.chart.swing, ChartPanelTest, 216, 23, 9.39
C:\Users\ithri\Desktop\UDEM A2023\IFT3913\tp1\tp1\test\java\org\jfree\data\category\DefaultIntervalCategoryDatasetTest.java, org.jfree.data.category, DefaultIntervalCategoryDatasetTest, 304, 46, 6.60
C:\Users\ithri\Desktop\UDEM A2023\IFT3913\tp1\tp1\test\java\org\jfree\data\time\MonthTest.java, org.jfree.data.time, MonthTest, 370, 58, 6.37
C:\Users\ithri\Desktop\UDEM A2023\IFT3913\tp1\tp1\test\java\org\jfree\data\time\WeekTest.java, org.jfree.data.time, WeekTest, 452, 71, 6.36
C:\Users\ithri\Desktop\UDEM A2023\IFT3913\tp1\tp1\test\java\org\jfree\data\time\YearTest.java, org.jfree.data.time, YearTest, 328, 47, 6.97
